ID,RPD,RPE,TIME
19520,4.97711,4.97711,43782.7
19620,5.5402,5.5402,44318.1
19720,4.98843,4.98843,44172.3
19820,5.20246,5.20246,44881.4
19920,5.9479,5.9479,44591.4
20020,5.69346,5.69346,45145.5
20120,5.34221,5.34221,45121.9
20220,5.23744,5.23744,44064.8
20320,5.06991,5.06991,45496.8
20420,5.3397,5.3397,45353.6
20520,4.91946,4.91946,45534
20620,5.54643,5.54643,45933.2
20720,5.05891,5.05891,46622.1
20820,5.35843,5.35843,46157.2
20920,5.03998,5.03998,47018.9
21020,5.69443,5.69443,47245.6
21120,5.58236,5.58236,47433.3
21220,5.51387,5.51387,47192.4
21320,4.95563,4.95563,51618.2
21420,5.4278,5.4278,51646.9
21520,5.4388,5.4388,48025.1
21620,5.46567,5.46567,47777.8
21720,5.79168,5.79168,47789.5
21820,5.25186,5.25186,47677
21920,5.20868,5.20868,48968.7
22020,5.45548,5.45548,49174.9
22120,5.5023,5.5023,49063.1
22220,4.54497,4.54497,49403.3
22320,5.63492,5.63492,49634.4
22420,5.05626,5.05626,49863.4
22520,5.33512,5.33512,50708.1
22620,5.64446,5.64446,49723.3
22720,4.7669,4.7669,51313.1
22820,5.23426,5.23426,51442.3
22920,5.33558,5.33558,50800.6
23020,5.05565,5.05565,51169.2
23120,4.94248,4.94248,51491.9
23220,5.75495,5.75495,52309.8
23320,5.93643,5.93643,55963.5
23420,5.6105,5.6105,51784.4
23520,5.19549,5.19549,52439.5
23620,4.81732,4.81732,51893.8
23720,5.77297,5.77297,52525.6
23820,5.43742,5.43742,53628.2
23920,5.37045,5.37045,53082.8
24020,5.10644,5.10644,53861.2
24120,5.60827,5.60827,54078.6
24220,4.99648,4.99648,57506.3
24320,4.74913,4.74913,54506.3
24420,5.27026,5.27026,53562.3
24520,5.22302,5.22302,55209.5
24620,5.34643,5.34643,54825.4
24720,4.86028,4.86028,54853.4
24820,5.77235,5.77235,55926.9
24920,4.71419,4.71419,54776.5
25020,5.34506,5.34506,56046.6
25120,4.77673,4.77673,56766.4
25220,5.08725,5.08725,56155.1
25320,5.77282,5.77282,56406
25420,5.49703,5.49703,56496.6
25520,5.57109,5.57109,56569.2
25620,5.78408,5.78408,56546
25720,5.87813,5.87813,57425
25820,5.01985,5.01985,57704.3
25920,5.21169,5.21169,57845.7
26020,5.31712,5.31712,56991.4
26120,5.38106,5.38106,58482.5
26220,5.19981,5.19981,57434.3
26320,5.25622,5.25622,58372.5
26420,6.01541,6.01541,59174.3
26520,5.49348,5.49348,59136.1
26620,5.42703,5.42703,63696
26720,5.29352,5.29352,58426.3
26820,5.34581,5.34581,59901.8
26920,5.56546,5.56546,59603
27020,4.78081,4.78081,60448.3
27120,5.10725,5.10725,61505.7
27220,5.177,5.177,60499.9
27320,5.74091,5.74091,60911.6
27420,5.30791,5.30791,61037.5
27520,5.22417,5.22417,61570.7
27620,4.94634,4.94634,69270.4
27720,5.08083,5.08083,61323.7
27820,5.70839,5.70839,60863
27920,5.62316,5.62316,61271.4
28020,5.33156,5.33156,61740.2
28120,6.04786,6.04786,62510.8
28220,5.24141,5.24141,63471.5
28320,5.22238,5.22238,63687.8
28420,4.83566,4.83566,62310.7
28520,5.19115,5.19115,63039.5
28620,5.71755,5.71755,64704.4
28720,5.28208,5.28208,64820.4
28820,5.57566,5.57566,64161.5
28920,4.98524,4.98524,64538.3
29020,5.41703,5.41703,65143.5
29120,5.35642,5.35642,65071.1
29220,4.9224,4.9224,65096.4
29320,5.84758,5.84758,66436.7
29420,5.41422,5.41422,65806
29520,6.4531,6.4531,65206.6
29620,5.21093,5.21093,66011.6
